# gene_name         0h    12h    24h    48h    96h 
KIRREL3           13.8   18.1   16.8   17.4    9.6 
ETS1             101.1  131.8  134.4  108.2   51.1 
FLI1              58.9   74.8   93.2  105.0   79.8 
KCNJ1             13.3   11.6    9.6    4.6    0.8 
KCNJ5             50.3   42.4   29.9   10.7    1.1 
C11orf45          27.9    6.3    1.3    0.1    0.0 
TP53AIP1         224.5  223.9  203.6  118.2   27.5 
ARHGAP32          28.2   28.3   22.0   11.7    2.5 
BARX2             18.7   10.4    6.6    2.0    0.1 
TMEM45B           70.8   65.1   47.2   26.7    3.3 
NFRKB             27.3   16.5   10.0    2.4    0.1 
PRDM10            48.4   11.9    2.3    0.1    0.0 
APLP2              6.9    3.9    2.0    0.4    0.0 
ST14               4.4    1.6    0.5    0.0    0.0 
ZBTB44            30.1    6.4    1.3    0.0    0.0 
ADAMTS8          203.5  186.9  155.3   83.6   21.0 
ADAMTS15           7.6    5.8    3.1    0.9    0.0 
SNX19             29.3   23.3   21.0    9.2    1.4 
NTM               34.6   10.6    2.7    0.2    0.0 
OPCML             42.0   38.2   34.5   24.8    6.6 
SPATA19          141.1  156.6  124.4   94.1   25.7 
IGSF9B            94.1  125.9  142.2  151.1   98.8 
JAM3              18.0    9.5    3.9    0.5    0.0 
NCAPD3             2.4    1.0    0.4    0.0    0.0 
VPS26B            46.2   70.6  103.8  144.9  210.2 
THYN1             15.7   12.8    8.9    3.8    0.4 
ACAD8             26.7   35.1   44.5   47.3   31.8 
GLB1L3            11.7    5.9    3.5    0.6    0.0 
GLB1L2           176.2  261.6  380.8  530.1  705.1 
B3GAT1            31.4   14.6    5.2    0.6    0.0 
TUBB8             23.7   17.5   11.3    3.7    0.2 
ZMYND11           11.0   11.5    9.6    5.6    1.2 
DIP2C              2.4    1.2    0.6    0.1    0.0 
PRR26              5.6    6.7    7.2    6.2    3.0 
LARP4B            63.5   57.7   44.6   21.5    2.8 
GTPBP4             9.1   12.2   14.5   16.2   11.2 
IDI2               1.4    0.5    0.2    0.0    0.0 
IDI1              11.8    8.2    6.4    2.6    0.3 
WDR37             14.9    5.1    1.5    0.1    0.0 
ADARB2            25.6   22.9   18.3    8.1    1.0 
PFKP              26.5   30.6   32.7   29.1   12.7 
PITRM1            12.6    6.3    2.4    0.3    0.0 
KLF6              10.1    9.6    9.2    5.3    1.4 
AKR1E2            28.5   21.1   11.7    3.4    0.2 
AKR1C1            10.5    7.0    3.8    1.2    0.0 
AKR1C2            39.8   31.3   21.1    8.4    0.8 
AKR1C3            82.9   57.8   38.4   13.4    0.9 
AKR1C4           219.6  147.0   78.6   18.7    0.8 
UCN3              30.7   35.2   36.6   31.1   14.5 
TUBAL3             3.0    0.2    0.0    0.0    0.0 
NET1              13.0   11.6   11.2    6.7    1.4 
CALML5            10.2    9.8    7.5    3.5    0.5 
CALML3            53.8   44.4   38.5   20.3    4.0 
ASB13            114.2  118.3  109.5   85.7   29.1 
FAM208B           53.5   41.2   24.5    7.1    0.4 
GDI2              23.2   21.4   17.6   10.0    2.1 
ANKRD16           13.8   10.3    4.8    1.6    0.1 
FBXO18           203.0  301.5  354.4  460.6  509.5 
IL15RA             6.1    4.0    2.5    0.7    0.0 
IL2RA             11.1   10.1    7.5    3.3    0.5 
RBM17             59.8   77.3   84.5   85.1   50.3 
PFKFB3           119.5  180.9  226.9  327.2  314.8 
PRKCQ              8.0    2.8    1.0    0.1    0.0 
SFMBT2            55.8   68.2   75.8   59.4   30.8 
ITIH5             21.9   19.2   19.5   12.0    2.7 
ITIH2            107.7   96.3   81.1   43.9    8.9 
KIN              102.2   44.7   15.3    1.8    0.0 
ATP5C1            98.1  124.7  148.8  178.1  120.6 
TAF3               4.5    5.2    4.9    3.2    1.0 
GATA3             48.3   41.3   39.6   22.3    4.3 
CELF2             14.6   15.1   15.7   11.9    4.0 
USP6NL             8.0    6.1    4.0    1.3    0.1 
ECHDC3            80.7   53.7   36.8   11.5    0.7 
PROSER2           11.5    7.5    3.5    1.1    0.0 
UPF2              11.8    5.1    1.5    0.1    0.0 
DHTKD1            15.8   13.3   10.3    5.7    1.0 
SEC61A2          111.3   55.7   23.1    3.9    0.1 
NUDT5             34.2   51.8   86.4  123.9  189.8 
CDC123            12.6    4.1    1.2    0.1    0.0 
CAMK1D            15.9    6.2    2.0    0.2    0.0 
CCDC3             29.7   28.1   25.9   15.0    2.8 
OPTN              19.1    5.5    1.6    0.1    0.0 
MCM10            120.7  100.4   71.1   34.4    3.9 
UCMA               8.9    6.4    4.5    1.4    0.1 
PHYH             136.2  190.0  232.1  338.6  375.2 
SEPHS1            69.9   73.5   72.0   45.9   18.0 
BEND7             27.8   44.4   55.2   90.3  121.1 
PRPF18            16.3   13.2   10.2    3.3    0.3 
RP11-295P9.13     15.6   15.6   12.8    8.2    1.8 
FRMD4A            11.1    3.6    1.1    0.1    0.0 
FAM107B           19.9    7.1    2.3    0.2    0.0 
CDNF              11.0    2.5    0.5    0.0    0.0 
HSPA14            34.4   58.4   71.2   90.0   81.4 
SUV39H2           73.7   57.7   36.0   13.0    1.0 
DCLRE1C           31.1   12.2    4.2    0.4    0.0 
MEIG1             26.4   29.9   27.3   15.9    5.9 
OLAH              34.1   42.3   42.5   40.2   18.6 
ACBD7             31.9   33.3   34.9   25.3    8.2 
RPP38             27.7   39.0   51.6   63.7   57.7 
NMT2              18.5   13.9    9.6    3.6    0.3 
FAM171A1           5.0    4.9    4.8    3.8    1.2 
ITGA8             51.2   87.3  122.9  218.3  378.2 
FAM188A           22.6   31.1   47.4   69.4   89.5 
PTER              20.1   19.2   17.7   10.4    2.0 
C1QL3             24.7   18.6   11.9    3.9    0.3 
RSU1              57.3   38.6   24.3    7.2    0.4 
CUBN              80.6  106.9  134.9  148.9  120.3 
TRDMT1           140.5  115.9   77.4   29.0    2.7 
VIM              122.9  186.2  219.4  246.3  243.3 
ST8SIA6           15.5   18.5   18.6   15.3    7.5 
HACD1            128.9  194.6  263.0  295.6  296.7 
STAM              37.5   21.7   14.5    3.8    0.2 
TMEM236          216.7  290.0  345.7  379.4  243.2 
MRC1              78.9   44.8   23.8    4.4    0.1 
SLC39A12          15.6    8.7    4.7    1.2    0.0 
CACNB2             6.3    6.3    6.7    4.8    1.6 
NSUN6             72.6   63.2   45.2   17.6    2.2 
ARL5B             29.2   18.9   11.2    3.2    0.2 
MALRD1           110.6   87.9   58.6   23.7    1.8 
PLXDC2             7.0    8.8    9.8    8.0    4.4 
NEBL             117.2  154.8  219.8  302.1  323.6 
C10orf113         15.5   11.1    7.8    2.5    0.2 
CASC10            63.3   42.8   25.7    6.7    0.3 
SKIDA1           119.0  121.3  107.2   64.9   14.6 
MLLT10            21.6   13.5    9.3    2.9    0.2 
DNAJC1            14.1   14.4   13.1    8.7    2.8 
EBLN1             30.7   37.9   38.4   31.4   10.8 
COMMD3            24.6   21.1   15.4    9.1    1.4 
COMMD3-BMI1       39.2   38.0   32.4   20.7    4.3 
BMI1              20.0   19.6   15.5    8.8    1.7 
SPAG6              6.6    2.4    0.7    0.1    0.0 
PIP4K2A           65.5  112.7  179.3  271.7  533.5 
ARMC3             62.6   74.6   68.8   58.1   25.1 
MSRB2             16.9    5.4    1.5    0.1    0.0 
PTF1A             26.8   23.2   18.4   11.3    2.2 
C10orf67         187.0  103.5   60.6   17.9    0.8 
OTUD1             17.7    4.6    1.0    0.0    0.0 
KIAA1217          40.7   54.3   62.3   58.9   37.0 
ARHGAP21          18.4   11.1    5.3    1.0    0.0 
PRTFDC1           40.1   27.2   15.4    4.4    0.2 
ENKUR              2.7    2.5    1.8    0.8    0.1 
THNSL1             8.0    0.3    0.0    0.0    0.0 
GPR158            16.9   13.2    9.6    4.1    0.4 
MYO3A             13.9   10.9    7.7    3.3    0.2 
GAD2               7.6    9.2    9.9    9.1    5.0 
APBB1IP            8.2    2.9    0.8    0.1    0.0 
PDSS1            134.9  102.4   78.6   36.2    4.8 
ABI1               2.0    0.2    0.0    0.0    0.0 
ANKRD26            8.3    5.4    2.8    0.7    0.0 
YME1L1            18.2    7.0    2.5    0.3    0.0 
MASTL             16.1   13.3    8.8    3.1    0.3 
ACBD5             81.6  105.9  116.8  125.1   89.4 
PTCHD3            12.3    9.6    6.0    2.5    0.2 
RAB18             27.9   23.5   16.3    6.7    0.7 
MKX              142.0  180.2  159.4  117.1   38.6 
ARMC4             17.1   13.7    9.3    3.9    0.3 
MPP7              28.1   16.4    8.9    2.1    0.1 
WAC               20.0   15.9   11.9    3.9    0.4 
BAMBI            150.4   96.9   59.7   14.4    0.8 
LYZL1             20.5   20.6   19.1   12.3    3.0 
SVIL              18.2   10.4    5.1    1.1    0.0 
KIAA1462          11.4   14.6   18.7   22.7   21.0 
MTPAP              6.5    1.5    0.3    0.0    0.0 
MAP3K8             7.8    6.9    4.8    2.2    0.3 
LYZL2             24.7   28.0   29.2   20.3    7.8 
ZNF438            11.5    3.3    0.7    0.0    0.0 
ZEB1             124.2   94.3   60.4   24.8    2.3 
ARHGAP12          11.4    8.1    6.2    3.1    0.3 
KIF5B              5.6    3.9    2.6    0.8    0.0 
EPC1               9.9    8.3    5.9    2.7    0.3 
CCDC7             40.9   63.2   82.6  117.5  190.2 
AL356053.1        34.4   29.3   25.4   13.4    2.4 
ITGB1             22.7   13.3    6.1    1.3    0.0 
NRP1               5.3    4.6    3.0    1.0    0.1 
PARD3             34.8   27.0   16.3    5.1    0.4 
CUL2              24.9   26.9   23.7   15.1    3.9 
CREM              42.5   32.0   23.4   10.0    1.0 
CCNY              19.9    5.3    1.0    0.0    0.0 
GJD4              37.5   29.9   19.5    7.8    0.5 
FZD8             113.1  133.8  161.6  163.8   81.5 
ANKRD30A          62.6   30.1   11.6    1.5    0.0 
MTRNR2L7          83.3  101.4  119.0   97.4   61.0 
AL135791.1        46.1   43.5   41.6   30.6    7.7 
ZNF248             7.9    3.4    1.3    0.2    0.0 
ZNF25             27.3   36.9   38.4   47.5   36.9 
ZNF33A           138.3  187.8  226.2  265.4  194.5 
ZNF37A            11.5   10.5    9.8    5.1    1.0 
ZNF33B            51.5   41.6   25.6    7.9    0.6 
BMS1               4.0    1.6    0.7    0.1    0.0 
RET               14.6    7.8    4.1    0.7    0.0 
CSGALNACT2         9.1    4.7    2.2    0.4    0.0 
RASGEF1A          33.7   25.8   16.3    5.4    0.4 
FXYD4             32.1   38.6   47.3   45.8   32.5 
HNRNPF            13.9    6.7    3.2    0.5    0.0 
ZNF487            33.5   41.3   46.7   48.4   28.8 
ZNF239            27.5   35.4   46.9   59.9   57.8 
ZNF485            21.6   13.8    6.9    1.6    0.1 
ZNF32             15.8    8.8    3.7    0.7    0.0 
C10orf142         27.2   31.7   30.3   25.3   11.0 
CXCL12            69.8   77.5   69.8   44.8   12.0 
TMEM72             4.3    1.5    0.5    0.0    0.0 
RASSF4            83.7   67.3   42.2   15.8    1.4 
C10orf10           5.6    3.4    1.9    0.6    0.0 
ZNF22             47.7   33.8   24.3    7.4    0.5 
OR13A1             4.5    5.5    5.5    4.6    2.4 
ALOX5             51.5   22.6    8.8    1.1    0.0 
8-Mar             38.2   29.0   20.4    6.9    0.4 
ZFAND4            13.5   12.4   10.3    5.1    0.8 
FAM21C            28.0   13.2    5.0    0.7    0.0 
AGAP4             53.2   76.7  123.8  167.9  213.4 
TIMM23             7.7    7.3    6.1    3.7    0.8 
NCOA4              8.4    3.1    1.2    0.1    0.0 
MSMB              44.3   36.4   26.1   10.8    0.9 
ANTXRL            27.0   13.9    6.8    1.3    0.0 
AGAP14P           44.1   19.5    7.8    0.8    0.0 
ANXA8L1            6.5    4.6    2.3    0.6    0.0 
NPY4R             17.7   12.2    7.0    2.0    0.1 
GPRIN2            58.8   65.5   61.7   51.0   15.2 
SYT15             60.4   20.5    6.4    0.5    0.0 
PTPN20             9.6   11.0    9.8    7.8    3.1 
GDF10             20.3   25.8   29.0   35.3   25.8 
GDF2              33.6   24.9   17.0    6.8    0.7 
RBP3              21.8   18.5   13.9    5.8    0.6 
ZNF488             7.4    3.8    1.9    0.4    0.0 
ANXA8             66.1   52.0   48.0   24.9    4.9 
FAM25G            38.0   34.1   33.2   19.2    4.6 
AGAP9             23.0   33.1   49.3   84.9  149.8 
ABC7-42404400C24.1   14.7   19.4   20.5   17.1    9.7 
CH17-360D5.1      19.8    7.2    2.3    0.2    0.0 
FAM25C            26.3   15.7    8.3    1.7    0.1 
FRMPD2            23.1   22.7   20.7   13.3    3.3 
MAPK8             16.9    9.5    5.5    0.8    0.0 
ARHGAP22           5.7    5.9    6.1    4.6    1.7 
WDFY4              6.2    2.2    0.9    0.1    0.0 
LRRC18           142.4  207.6  229.3  250.7  204.5 
VSTM4             47.1   18.3    5.0    0.4    0.0 
FAM170B           55.6   65.7   75.6   64.2   30.1 
C10orf128         30.3   14.5    6.8    1.2    0.0 
C10orf71          19.3    8.4    3.9    0.4    0.0 
DRGX              13.3   12.6   11.1    6.5    1.5 
ERCC6             59.3   37.2   30.0    9.2    0.6 
PGBD3             13.6   16.9   15.6   11.9    3.8 
CHAT              51.3   42.1   30.2   11.7    1.5 
SLC18A3           20.5   22.7   23.9   23.5   11.6 
C10orf53          31.2   36.1   32.6   27.3   11.5 
OGDHL             15.5    3.6    0.6    0.0    0.0 
PARG               3.2    1.9    1.0    0.2    0.0 
TIMM23B           18.0   13.3    8.9    3.3    0.3 
AGAP6             80.1   80.7   73.2   58.6   17.7 
FAM21A            91.7   34.8   14.1    1.3    0.0 
ASAH2             29.0   35.2   43.4   37.6   26.1 
SGMS1              2.1    0.7    0.2    0.0    0.0 
ASAH2B             8.6    5.0    2.6    0.5    0.0 
A1CF              27.6    5.6    1.1    0.0    0.0 
PRKG1             29.6    6.6    1.6    0.1    0.0 
CSTF2T            88.8   78.2   69.0   33.6    5.2 
DKK1               7.0    3.5    1.4    0.2    0.0 
MBL2               4.0    2.0    0.9    0.2    0.0 
PCDH15            39.0   31.0   25.6   11.2    1.6 
MTRNR2L5         121.6  236.8  383.8  675.5 1542.5 
ZWINT             77.1   67.6   52.3   29.9    4.6 
IPMK              71.7   46.9   27.4    7.3    0.4 
CISD1             28.5   20.9   10.6    3.0    0.1 
UBE2D1            36.8   22.5   12.9    3.2    0.1 
TFAM              42.6   35.8   32.2   17.3    2.9 
BICC1             17.9   20.9   20.2   16.2    5.2 
PHYHIPL           38.4   53.2   68.1   94.6   82.3 
FAM13C            12.9   12.3   10.5    4.9    0.8 
SLC16A9            9.6    9.4   10.9    8.6    3.5 
MRLN             326.5  440.5  610.4  736.0  798.9 
CCDC6             12.6   10.7    9.0    3.8    0.6 
ANK3              27.5   17.9    8.8    2.0    0.1 
CDK1              14.7    9.4    6.3    2.0    0.1 
RHOBTB1           17.5   15.2   13.8    8.5    1.8 
TMEM26            21.7    6.5    1.9    0.1    0.0 
C10orf107         29.3   40.7   37.7   34.4   14.7 
ARID5B           186.4  108.8   56.0   11.3    0.3 
RTKN2             82.0  152.8  238.7  433.1  780.2 
ZNF365            10.0    8.3    5.9    2.8    0.3 
ADO              154.9  217.9  326.1  412.6  460.3 
EGR2               8.3    6.1    3.8    1.3    0.1 
NRBF2             17.0   11.1    6.0    1.5    0.1 
JMJD1C            49.1   18.1    6.8    0.5    0.0 
REEP3             67.3   70.2   73.2   59.1   24.3 
CTNNA3            13.3    4.7    1.8    0.2    0.0 
LRRTM3            31.1   25.2   22.1    9.8    1.3 
DNAJC12          178.2  157.5  138.0   68.0   13.3 
SIRT1             20.3   22.5   25.3   18.8    7.1 
HERC4             30.2    6.5    1.4    0.1    0.0 
MYPN              28.2   26.5   21.8   10.5    1.5 
ATOH7             20.4   25.9   35.5   50.4   50.3 
PBLD               5.3    4.2    2.7    1.1    0.1 
HNRNPH3           10.3    2.4    0.4    0.0    0.0 
RUFY2             23.1   26.0   25.5   20.0    6.7 
DNA2              34.2   13.2    5.0    0.5    0.0 
SLC25A16          14.2   12.6    9.9    4.2    0.5 
TET1               5.6    2.8    1.6    0.3    0.0 
CCAR1              9.6    2.4    0.7    0.0    0.0 
STOX1             34.1   25.3   15.1    4.7    0.3 
DDX50             35.2   33.7   30.6   21.4    4.8 
DDX21              8.8    2.3    0.5    0.0    0.0 
KIF1BP           116.5  143.0  149.2  132.8   67.5 
SRGN              11.8    5.5    2.1    0.3    0.0 
VPS26A            24.4   25.9   22.1   15.6    3.5 
SUPV3L1          170.5  196.1  180.9  162.0   62.9 
HKDC1            557.0  831.0 1127.0 1567.5 2164.8 
HK1               27.3   27.6   25.2   14.9    3.9 
TACR2              8.8   12.6   12.8   11.9    7.4 
TSPAN15           68.3  121.8  146.4  243.2  298.2 
NEUROG3           66.1   79.6   74.5   56.1   19.8 
C10orf35          65.6   51.3   36.0   16.5    2.2 
COL13A1           39.4   44.7   50.7   39.4   19.6 
H2AFY2            12.6   10.7    7.9    4.1    0.6 
AIFM2             18.6    6.1    1.7    0.1    0.0 
TYSND1            70.0   59.2   44.3   20.8    2.7 
SAR1A             27.4   18.4   11.0    3.2    0.2 
PPA1               9.5    7.2    3.9    1.4    0.1 
NPFFR1            28.7   25.7   17.9    7.3    0.9 
LRRC20            19.6    7.0    2.1    0.2    0.0 
EIF4EBP2          46.5   15.0    4.8    0.4    0.0 
NODAL             31.9   32.3   29.6   15.8    3.6 
PALD1             52.0   52.1   40.2   22.1    3.6 
PRF1              31.7   13.4    4.4    0.4    0.0 
ADAMTS14          30.0   10.5    3.9    0.4    0.0 
TBATA             58.1   38.2   24.0    7.2    0.4 
SGPL1              8.3    8.1    5.3    2.9    0.4 
PCBD1             87.0   64.7   38.9   13.9    0.7 
UNC5B              5.3    2.5    1.0    0.1    0.0 
SLC29A3           11.3   12.7   11.8    7.8    2.1 
CDH23             22.0   18.2   11.1    3.2    0.2 
C10orf105         42.7   22.1    9.1    1.3    0.0 
C10orf54          69.9   42.8   24.3    5.9    0.2 
PSAP               2.9    1.5    0.7    0.1    0.0 
CHST3             14.6    3.5    0.7    0.0    0.0 
SPOCK2            23.9   10.9    4.5    0.6    0.0 
ASCC1             71.9   81.4   83.9   55.2   18.4 
ANAPC16            7.3    2.2    0.6    0.0    0.0 
DDIT4            142.6  215.3  269.4  379.2  430.0 
DNAJB12           21.4   14.9    9.4    2.8    0.2 
MICU1             28.1   30.6   33.0   31.1   15.1 
MCU               15.0    5.3    1.5    0.1    0.0 
OIT3             121.2   88.9   58.8   21.1    1.7 
PLA2G12B          69.5   61.8   62.6   43.0   13.8 
P4HA1             78.7  102.2  140.5  194.0  176.1 
NUDT13            10.2    4.4    2.2    0.3    0.0 
ECD               21.4    4.9    0.9    0.0    0.0 
FAM149B1           6.3    3.9    2.5    0.7    0.0 
DNAJC9           155.8  206.2  269.9  407.3  442.0 
MRPS16            15.8   14.3   14.2   10.1    3.9 
